omega = 2.99 	 gamma = 0.13 	 theta_0 = 0.98
time 	 angle
0.0 	 0.98
0.1 	 0.92
0.2 	 0.79
0.3 	 0.59
0.4 	 0.34
0.5 	 0.07
0.6 	 -0.2
0.7 	 -0.45
0.8 	 -0.65
0.9 	 -0.78
1.0 	 -0.85
1.1 	 -0.84
1.2 	 -0.76
1.3 	 -0.61
1.4 	 -0.41
1.5 	 -0.18
1.6 	 0.06
1.7 	 0.28
1.8 	 0.48
1.9 	 0.63
2.0 	 0.72
2.1 	 0.75
2.2 	 0.7
2.3 	 0.6
2.4 	 0.45
2.5 	 0.26
2.6 	 0.06
2.7 	 -0.15
2.8 	 -0.34
2.9 	 -0.49
3.0 	 -0.6
3.1 	 -0.65
3.2 	 -0.64
3.3 	 -0.58
3.4 	 -0.46
3.5 	 -0.31
3.6 	 -0.14
3.7 	 0.04
3.8 	 0.21
3.9 	 0.36
4.0 	 0.48
4.1 	 0.55
4.2 	 0.57
4.3 	 0.54
4.4 	 0.46
4.5 	 0.34
4.6 	 0.2
4.7 	 0.04
4.8 	 -0.11
4.9 	 -0.25
5.0 	 -0.37
5.1 	 -0.45
5.2 	 -0.49
5.3 	 -0.49
5.4 	 -0.44
5.5 	 -0.35
5.6 	 -0.24
5.7 	 -0.11
5.8 	 0.03
5.9 	 0.16
6.0 	 0.28
6.1 	 0.36
6.2 	 0.42
6.3 	 0.43
6.4 	 0.41
6.5 	 0.35
6.6 	 0.26
6.7 	 0.15
6.8 	 0.04
6.9 	 -0.08
7.0 	 -0.19
7.1 	 -0.28
7.2 	 -0.34
7.3 	 -0.37
7.4 	 -0.37
7.5 	 -0.34
7.6 	 -0.27
7.7 	 -0.18
7.8 	 -0.08
7.9 	 0.02
8.0 	 0.12
8.1 	 0.21
8.2 	 0.28
8.3 	 0.32
8.4 	 0.33
8.5 	 0.31
8.6 	 0.27
8.7 	 0.2
8.8 	 0.12
8.9 	 0.03
9.0 	 -0.06
9.1 	 -0.15
9.2 	 -0.21
9.3 	 -0.26
9.4 	 -0.28
9.5 	 -0.28
9.6 	 -0.26
9.7 	 -0.21
9.8 	 -0.14
9.9 	 -0.07
10.0 	 0.01
