omega = 2.77 	 gamma = 0.07 	 theta_0 = 0.66
time 	 angle
0.0 	 0.66
0.1 	 0.63
0.2 	 0.55
0.3 	 0.44
0.4 	 0.29
0.5 	 0.12
0.6 	 -0.06
0.7 	 -0.23
0.8 	 -0.38
0.9 	 -0.49
1.0 	 -0.57
1.1 	 -0.61
1.2 	 -0.6
1.3 	 -0.54
1.4 	 -0.44
1.5 	 -0.31
1.6 	 -0.16
1.7 	 -0.0
1.8 	 0.16
1.9 	 0.3
2.0 	 0.42
2.1 	 0.51
2.2 	 0.56
2.3 	 0.56
2.4 	 0.52
2.5 	 0.44
2.6 	 0.33
2.7 	 0.2
2.8 	 0.05
2.9 	 -0.1
3.0 	 -0.24
3.1 	 -0.36
3.2 	 -0.45
3.3 	 -0.5
3.4 	 -0.52
3.5 	 -0.5
3.6 	 -0.44
3.7 	 -0.35
3.8 	 -0.23
3.9 	 -0.1
4.0 	 0.04
4.1 	 0.18
4.2 	 0.29
4.3 	 0.39
4.4 	 0.45
4.5 	 0.48
4.6 	 0.47
4.7 	 0.43
4.8 	 0.35
4.9 	 0.25
5.0 	 0.13
5.1 	 0.0
5.2 	 -0.12
5.3 	 -0.24
5.4 	 -0.33
5.5 	 -0.4
5.6 	 -0.44
5.7 	 -0.44
5.8 	 -0.41
5.9 	 -0.35
6.0 	 -0.27
6.1 	 -0.16
6.2 	 -0.04
6.3 	 0.07
6.4 	 0.18
6.5 	 0.28
6.6 	 0.35
6.7 	 0.4
6.8 	 0.41
6.9 	 0.39
7.0 	 0.35
7.1 	 0.27
7.2 	 0.18
7.3 	 0.08
7.4 	 -0.03
7.5 	 -0.14
7.6 	 -0.23
7.7 	 -0.3
7.8 	 -0.35
7.9 	 -0.38
8.0 	 -0.37
8.1 	 -0.34
8.2 	 -0.28
8.3 	 -0.2
8.4 	 -0.11
8.5 	 -0.01
8.6 	 0.09
8.7 	 0.18
8.8 	 0.26
8.9 	 0.31
9.0 	 0.34
9.1 	 0.35
9.2 	 0.33
9.3 	 0.28
9.4 	 0.21
9.5 	 0.13
9.6 	 0.04
9.7 	 -0.06
9.8 	 -0.14
9.9 	 -0.22
10.0 	 -0.28
