omega = 2.88 	 gamma = 0.15 	 theta_0 = 0.67
time 	 angle
0.0 	 0.67
0.1 	 0.63
0.2 	 0.55
0.3 	 0.42
0.4 	 0.26
0.5 	 0.08
0.6 	 -0.1
0.7 	 -0.26
0.8 	 -0.4
0.9 	 -0.5
1.0 	 -0.56
1.1 	 -0.57
1.2 	 -0.53
1.3 	 -0.45
1.4 	 -0.34
1.5 	 -0.2
1.6 	 -0.05
1.7 	 0.09
1.8 	 0.23
1.9 	 0.35
2.0 	 0.43
2.1 	 0.48
2.2 	 0.48
2.3 	 0.45
2.4 	 0.38
2.5 	 0.28
2.6 	 0.16
2.7 	 0.03
2.8 	 -0.09
2.9 	 -0.21
3.0 	 -0.3
3.1 	 -0.37
3.2 	 -0.41
3.3 	 -0.41
3.4 	 -0.38
3.5 	 -0.31
3.6 	 -0.23
3.7 	 -0.13
3.8 	 -0.02
3.9 	 0.09
4.0 	 0.18
4.1 	 0.26
4.2 	 0.32
4.3 	 0.35
4.4 	 0.34
4.5 	 0.32
4.6 	 0.26
4.7 	 0.19
4.8 	 0.1
4.9 	 0.01
5.0 	 -0.08
5.1 	 -0.16
5.2 	 -0.23
5.3 	 -0.27
5.4 	 -0.29
5.5 	 -0.29
5.6 	 -0.26
5.7 	 -0.22
5.8 	 -0.15
5.9 	 -0.08
6.0 	 0.0
6.1 	 0.08
6.2 	 0.14
6.3 	 0.2
6.4 	 0.23
6.5 	 0.25
6.6 	 0.25
6.7 	 0.22
6.8 	 0.18
6.9 	 0.12
7.0 	 0.06
7.1 	 -0.01
7.2 	 -0.07
7.3 	 -0.13
7.4 	 -0.17
7.5 	 -0.2
7.6 	 -0.21
7.7 	 -0.21
7.8 	 -0.19
7.9 	 -0.15
8.0 	 -0.1
8.1 	 -0.05
8.2 	 0.01
8.3 	 0.06
8.4 	 0.11
8.5 	 0.15
8.6 	 0.17
8.7 	 0.18
8.8 	 0.18
8.9 	 0.15
9.0 	 0.12
9.1 	 0.08
9.2 	 0.03
9.3 	 -0.01
9.4 	 -0.06
9.5 	 -0.1
9.6 	 -0.13
9.7 	 -0.15
9.8 	 -0.15
9.9 	 -0.15
10.0 	 -0.13
