omega = 2.99 	 gamma = 0.13 	 theta_0 = 0.69
time 	 angle
0.0 	 0.69
0.1 	 0.65
0.2 	 0.56
0.3 	 0.41
0.4 	 0.24
0.5 	 0.05
0.6 	 -0.14
0.7 	 -0.31
0.8 	 -0.46
0.9 	 -0.55
1.0 	 -0.6
1.1 	 -0.59
1.2 	 -0.53
1.3 	 -0.43
1.4 	 -0.29
1.5 	 -0.13
1.6 	 0.04
1.7 	 0.2
1.8 	 0.34
1.9 	 0.44
2.0 	 0.51
2.1 	 0.53
2.2 	 0.5
2.3 	 0.42
2.4 	 0.32
2.5 	 0.18
2.6 	 0.04
2.7 	 -0.11
2.8 	 -0.24
2.9 	 -0.35
3.0 	 -0.42
3.1 	 -0.46
3.2 	 -0.45
3.3 	 -0.41
3.4 	 -0.33
3.5 	 -0.22
3.6 	 -0.1
3.7 	 0.03
3.8 	 0.15
3.9 	 0.26
4.0 	 0.34
4.1 	 0.39
4.2 	 0.4
4.3 	 0.38
4.4 	 0.32
4.5 	 0.24
4.6 	 0.14
4.7 	 0.03
4.8 	 -0.08
4.9 	 -0.18
5.0 	 -0.26
5.1 	 -0.32
5.2 	 -0.35
5.3 	 -0.34
5.4 	 -0.31
5.5 	 -0.25
5.6 	 -0.17
5.7 	 -0.08
5.8 	 0.02
5.9 	 0.11
6.0 	 0.19
6.1 	 0.26
6.2 	 0.29
6.3 	 0.3
6.4 	 0.29
6.5 	 0.25
6.6 	 0.19
6.7 	 0.11
6.8 	 0.03
6.9 	 -0.06
7.0 	 -0.14
7.1 	 -0.2
7.2 	 -0.24
7.3 	 -0.26
7.4 	 -0.26
7.5 	 -0.24
7.6 	 -0.19
7.7 	 -0.13
7.8 	 -0.06
7.9 	 0.01
8.0 	 0.09
8.1 	 0.15
8.2 	 0.19
8.3 	 0.22
8.4 	 0.23
8.5 	 0.22
8.6 	 0.19
8.7 	 0.14
8.8 	 0.08
8.9 	 0.02
9.0 	 -0.04
9.1 	 -0.1
9.2 	 -0.15
9.3 	 -0.18
9.4 	 -0.2
9.5 	 -0.2
9.6 	 -0.18
9.7 	 -0.15
9.8 	 -0.1
9.9 	 -0.05
10.0 	 0.01
