omega = 3.04 	 gamma = 0.1 	 theta_0 = 0.67
time 	 angle
0.0 	 0.67
0.1 	 0.63
0.2 	 0.54
0.3 	 0.4
0.4 	 0.22
0.5 	 0.03
0.6 	 -0.16
0.7 	 -0.33
0.8 	 -0.47
0.9 	 -0.56
1.0 	 -0.6
1.1 	 -0.59
1.2 	 -0.52
1.3 	 -0.41
1.4 	 -0.26
1.5 	 -0.09
1.6 	 0.09
1.7 	 0.25
1.8 	 0.39
1.9 	 0.48
2.0 	 0.54
2.1 	 0.54
2.2 	 0.49
2.3 	 0.4
2.4 	 0.28
2.5 	 0.13
2.6 	 -0.03
2.7 	 -0.18
2.8 	 -0.31
2.9 	 -0.41
3.0 	 -0.47
3.1 	 -0.49
3.2 	 -0.46
3.3 	 -0.4
3.4 	 -0.29
3.5 	 -0.16
3.6 	 -0.02
3.7 	 0.12
3.8 	 0.24
3.9 	 0.34
4.0 	 0.41
4.1 	 0.44
4.2 	 0.43
4.3 	 0.38
4.4 	 0.3
4.5 	 0.19
4.6 	 0.06
4.7 	 -0.06
4.8 	 -0.18
4.9 	 -0.28
5.0 	 -0.36
5.1 	 -0.39
5.2 	 -0.4
5.3 	 -0.36
5.4 	 -0.3
5.5 	 -0.2
5.6 	 -0.1
5.7 	 0.02
5.8 	 0.13
5.9 	 0.23
6.0 	 0.3
6.1 	 0.35
6.2 	 0.36
6.3 	 0.34
6.4 	 0.29
6.5 	 0.21
6.6 	 0.12
6.7 	 0.02
6.8 	 -0.08
6.9 	 -0.18
7.0 	 -0.25
7.1 	 -0.3
7.2 	 -0.32
7.3 	 -0.32
7.4 	 -0.28
7.5 	 -0.22
7.6 	 -0.14
7.7 	 -0.05
7.8 	 0.05
7.9 	 0.13
8.0 	 0.21
8.1 	 0.26
8.2 	 0.29
8.3 	 0.29
8.4 	 0.27
8.5 	 0.22
8.6 	 0.15
8.7 	 0.07
8.8 	 -0.01
8.9 	 -0.09
9.0 	 -0.17
9.1 	 -0.22
9.2 	 -0.25
9.3 	 -0.26
9.4 	 -0.25
9.5 	 -0.21
9.6 	 -0.16
9.7 	 -0.09
9.8 	 -0.01
9.9 	 0.06
10.0 	 0.13
