omega = 2.51 	 gamma = 0.08 	 theta_0 = 0.56
time 	 angle
0.0 	 0.56
0.1 	 0.54
0.2 	 0.48
0.3 	 0.4
0.4 	 0.29
0.5 	 0.17
0.6 	 0.03
0.7 	 -0.1
0.8 	 -0.22
0.9 	 -0.33
1.0 	 -0.42
1.1 	 -0.48
1.2 	 -0.5
1.3 	 -0.5
1.4 	 -0.47
1.5 	 -0.4
1.6 	 -0.32
1.7 	 -0.21
1.8 	 -0.09
1.9 	 0.03
2.0 	 0.14
2.1 	 0.25
2.2 	 0.34
2.3 	 0.41
2.4 	 0.45
2.5 	 0.46
2.6 	 0.44
2.7 	 0.4
2.8 	 0.33
2.9 	 0.24
3.0 	 0.14
3.1 	 0.03
3.2 	 -0.08
3.3 	 -0.18
3.4 	 -0.27
3.5 	 -0.34
3.6 	 -0.39
3.7 	 -0.41
3.8 	 -0.41
3.9 	 -0.38
4.0 	 -0.33
4.1 	 -0.26
4.2 	 -0.18
4.3 	 -0.08
4.4 	 0.02
4.5 	 0.12
4.6 	 0.2
4.7 	 0.28
4.8 	 0.33
4.9 	 0.36
5.0 	 0.38
5.1 	 0.36
5.2 	 0.33
5.3 	 0.27
5.4 	 0.2
5.5 	 0.12
5.6 	 0.03
5.7 	 -0.06
5.8 	 -0.14
5.9 	 -0.22
6.0 	 -0.28
6.1 	 -0.32
6.2 	 -0.34
6.3 	 -0.34
6.4 	 -0.31
6.5 	 -0.27
6.6 	 -0.22
6.7 	 -0.15
6.8 	 -0.07
6.9 	 0.01
7.0 	 0.09
7.1 	 0.16
7.2 	 0.22
7.3 	 0.27
7.4 	 0.3
7.5 	 0.31
7.6 	 0.3
7.7 	 0.27
7.8 	 0.22
7.9 	 0.17
8.0 	 0.1
8.1 	 0.03
8.2 	 -0.05
8.3 	 -0.12
8.4 	 -0.18
8.5 	 -0.22
8.6 	 -0.26
8.7 	 -0.28
8.8 	 -0.28
8.9 	 -0.26
9.0 	 -0.23
9.1 	 -0.18
9.2 	 -0.12
9.3 	 -0.06
9.4 	 0.01
9.5 	 0.07
9.6 	 0.13
9.7 	 0.18
9.8 	 0.22
9.9 	 0.24
10.0 	 0.25
