omega = 2.89 	 gamma = 0.09 	 theta_0 = 0.76
time 	 angle
0.0 	 0.76
0.1 	 0.72
0.2 	 0.63
0.3 	 0.48
0.4 	 0.3
0.5 	 0.09
0.6 	 -0.12
0.7 	 -0.31
0.8 	 -0.48
0.9 	 -0.6
1.0 	 -0.67
1.1 	 -0.69
1.2 	 -0.65
1.3 	 -0.55
1.4 	 -0.41
1.5 	 -0.24
1.6 	 -0.06
1.7 	 0.13
1.8 	 0.3
1.9 	 0.45
2.0 	 0.56
2.1 	 0.61
2.2 	 0.62
2.3 	 0.58
2.4 	 0.49
2.5 	 0.36
2.6 	 0.2
2.7 	 0.03
2.8 	 -0.14
2.9 	 -0.29
3.0 	 -0.42
3.1 	 -0.51
3.2 	 -0.56
3.3 	 -0.56
3.4 	 -0.52
3.5 	 -0.43
3.6 	 -0.31
3.7 	 -0.16
3.8 	 -0.01
3.9 	 0.15
4.0 	 0.28
4.1 	 0.4
4.2 	 0.47
4.3 	 0.51
4.4 	 0.51
4.5 	 0.46
4.6 	 0.38
4.7 	 0.26
4.8 	 0.13
4.9 	 -0.01
5.0 	 -0.15
5.1 	 -0.27
5.2 	 -0.37
5.3 	 -0.44
5.4 	 -0.47
5.5 	 -0.46
5.6 	 -0.41
5.7 	 -0.33
5.8 	 -0.22
5.9 	 -0.1
6.0 	 0.03
6.1 	 0.15
6.2 	 0.26
6.3 	 0.35
6.4 	 0.4
6.5 	 0.42
6.6 	 0.41
6.7 	 0.36
6.8 	 0.29
6.9 	 0.19
7.0 	 0.08
7.1 	 -0.04
7.2 	 -0.15
7.3 	 -0.25
7.4 	 -0.32
7.5 	 -0.37
7.6 	 -0.38
7.7 	 -0.37
7.8 	 -0.32
7.9 	 -0.25
8.0 	 -0.16
8.1 	 -0.06
8.2 	 0.05
8.3 	 0.15
8.4 	 0.23
8.5 	 0.3
8.6 	 0.34
8.7 	 0.35
8.8 	 0.33
8.9 	 0.28
9.0 	 0.22
9.1 	 0.13
9.2 	 0.04
9.3 	 -0.06
9.4 	 -0.15
9.5 	 -0.22
9.6 	 -0.28
9.7 	 -0.31
9.8 	 -0.31
9.9 	 -0.29
10.0 	 -0.25
