omega = 3.31 	 gamma = 0.13 	 theta_0 = 0.56
time 	 angle
0.0 	 0.56
0.1 	 0.52
0.2 	 0.43
0.3 	 0.29
0.4 	 0.13
0.5 	 -0.04
0.6 	 -0.21
0.7 	 -0.35
0.8 	 -0.44
0.9 	 -0.49
1.0 	 -0.48
1.1 	 -0.43
1.2 	 -0.32
1.3 	 -0.19
1.4 	 -0.04
1.5 	 0.12
1.6 	 0.25
1.7 	 0.36
1.8 	 0.42
1.9 	 0.44
2.0 	 0.41
2.1 	 0.33
2.2 	 0.23
2.3 	 0.1
2.4 	 -0.04
2.5 	 -0.17
2.6 	 -0.27
2.7 	 -0.35
2.8 	 -0.38
2.9 	 -0.38
3.0 	 -0.33
3.1 	 -0.25
3.2 	 -0.15
3.3 	 -0.03
3.4 	 0.09
3.5 	 0.2
3.6 	 0.28
3.7 	 0.33
3.8 	 0.34
3.9 	 0.32
4.0 	 0.26
4.1 	 0.18
4.2 	 0.08
4.3 	 -0.03
4.4 	 -0.13
4.5 	 -0.21
4.6 	 -0.27
4.7 	 -0.3
4.8 	 -0.3
4.9 	 -0.26
5.0 	 -0.19
5.1 	 -0.11
5.2 	 -0.02
5.3 	 0.07
5.4 	 0.16
5.5 	 0.22
5.6 	 0.26
5.7 	 0.27
5.8 	 0.25
5.9 	 0.2
6.0 	 0.14
6.1 	 0.06
6.2 	 -0.03
6.3 	 -0.1
6.4 	 -0.17
6.5 	 -0.21
6.6 	 -0.23
6.7 	 -0.23
6.8 	 -0.2
6.9 	 -0.15
7.0 	 -0.09
7.1 	 -0.01
7.2 	 0.06
7.3 	 0.12
7.4 	 0.17
7.5 	 0.2
7.6 	 0.21
7.7 	 0.19
7.8 	 0.16
7.9 	 0.11
8.0 	 0.04
8.1 	 -0.02
8.2 	 -0.08
8.3 	 -0.13
8.4 	 -0.17
8.5 	 -0.18
8.6 	 -0.18
8.7 	 -0.16
8.8 	 -0.12
8.9 	 -0.07
9.0 	 -0.01
9.1 	 0.05
9.2 	 0.1
9.3 	 0.13
9.4 	 0.16
9.5 	 0.16
9.6 	 0.15
9.7 	 0.12
9.8 	 0.08
9.9 	 0.03
10.0 	 -0.02
