omega = 2.71 	 gamma = 0.15 	 theta_0 = 0.61
time 	 angle
0.0 	 0.61
0.1 	 0.58
0.2 	 0.51
0.3 	 0.4
0.4 	 0.27
0.5 	 0.12
0.6 	 -0.03
0.7 	 -0.18
0.8 	 -0.3
0.9 	 -0.41
1.0 	 -0.48
1.1 	 -0.51
1.2 	 -0.51
1.3 	 -0.47
1.4 	 -0.39
1.5 	 -0.29
1.6 	 -0.18
1.7 	 -0.05
1.8 	 0.08
1.9 	 0.19
2.0 	 0.29
2.1 	 0.37
2.2 	 0.42
2.3 	 0.43
2.4 	 0.42
2.5 	 0.37
2.6 	 0.3
2.7 	 0.21
2.8 	 0.11
2.9 	 -0.0
3.0 	 -0.11
3.1 	 -0.2
3.2 	 -0.28
3.3 	 -0.33
3.4 	 -0.36
3.5 	 -0.36
3.6 	 -0.34
3.7 	 -0.29
3.8 	 -0.22
3.9 	 -0.14
4.0 	 -0.05
4.1 	 0.04
4.2 	 0.12
4.3 	 0.2
4.4 	 0.25
4.5 	 0.29
4.6 	 0.3
4.7 	 0.3
4.8 	 0.27
4.9 	 0.22
5.0 	 0.16
5.1 	 0.09
5.2 	 0.01
5.3 	 -0.06
5.4 	 -0.13
5.5 	 -0.19
5.6 	 -0.23
5.7 	 -0.25
5.8 	 -0.26
5.9 	 -0.24
6.0 	 -0.21
6.1 	 -0.17
6.2 	 -0.11
6.3 	 -0.05
6.4 	 0.02
6.5 	 0.08
6.6 	 0.13
6.7 	 0.17
6.8 	 0.2
6.9 	 0.21
7.0 	 0.21
7.1 	 0.19
7.2 	 0.16
7.3 	 0.12
7.4 	 0.07
7.5 	 0.02
7.6 	 -0.03
7.7 	 -0.08
7.8 	 -0.12
7.9 	 -0.16
8.0 	 -0.17
8.1 	 -0.18
8.2 	 -0.17
8.3 	 -0.15
8.4 	 -0.12
8.5 	 -0.09
8.6 	 -0.04
8.7 	 0.0
8.8 	 0.05
8.9 	 0.08
9.0 	 0.12
9.1 	 0.14
9.2 	 0.15
9.3 	 0.15
9.4 	 0.14
9.5 	 0.12
9.6 	 0.09
9.7 	 0.06
9.8 	 0.02
9.9 	 -0.02
10.0 	 -0.05
