omega = 2.88 	 gamma = 0.1 	 theta_0 = 0.62
time 	 angle
0.0 	 0.62
0.1 	 0.59
0.2 	 0.51
0.3 	 0.39
0.4 	 0.24
0.5 	 0.08
0.6 	 -0.09
0.7 	 -0.25
0.8 	 -0.38
0.9 	 -0.48
1.0 	 -0.54
1.1 	 -0.56
1.2 	 -0.52
1.3 	 -0.45
1.4 	 -0.34
1.5 	 -0.2
1.6 	 -0.06
1.7 	 0.1
1.8 	 0.24
1.9 	 0.35
2.0 	 0.44
2.1 	 0.49
2.2 	 0.5
2.3 	 0.46
2.4 	 0.39
2.5 	 0.29
2.6 	 0.17
2.7 	 0.04
2.8 	 -0.1
2.9 	 -0.22
3.0 	 -0.32
3.1 	 -0.4
3.2 	 -0.44
3.3 	 -0.44
3.4 	 -0.41
3.5 	 -0.35
3.6 	 -0.25
3.7 	 -0.14
3.8 	 -0.02
3.9 	 0.1
4.0 	 0.21
4.1 	 0.3
4.2 	 0.36
4.3 	 0.4
4.4 	 0.4
4.5 	 0.37
4.6 	 0.3
4.7 	 0.22
4.8 	 0.12
4.9 	 0.01
5.0 	 -0.1
5.1 	 -0.19
5.2 	 -0.27
5.3 	 -0.33
5.4 	 -0.36
5.5 	 -0.35
5.6 	 -0.32
5.7 	 -0.27
5.8 	 -0.19
5.9 	 -0.1
6.0 	 0.0
6.1 	 0.1
6.2 	 0.18
6.3 	 0.25
6.4 	 0.3
6.5 	 0.32
6.6 	 0.32
6.7 	 0.29
6.8 	 0.23
6.9 	 0.16
7.0 	 0.08
7.1 	 -0.01
7.2 	 -0.09
7.3 	 -0.17
7.4 	 -0.23
7.5 	 -0.27
7.6 	 -0.29
7.7 	 -0.28
7.8 	 -0.25
7.9 	 -0.2
8.0 	 -0.14
8.1 	 -0.06
8.2 	 0.01
8.3 	 0.09
8.4 	 0.16
8.5 	 0.21
8.6 	 0.25
8.7 	 0.26
8.8 	 0.25
8.9 	 0.22
9.0 	 0.18
9.1 	 0.12
9.2 	 0.05
9.3 	 -0.02
9.4 	 -0.09
9.5 	 -0.15
9.6 	 -0.19
9.7 	 -0.22
9.8 	 -0.23
9.9 	 -0.22
10.0 	 -0.2
