omega = 2.7 	 gamma = 0.11 	 theta_0 = 0.53
time 	 angle
0.0 	 0.53
0.1 	 0.51
0.2 	 0.44
0.3 	 0.35
0.4 	 0.24
0.5 	 0.11
0.6 	 -0.02
0.7 	 -0.15
0.8 	 -0.27
0.9 	 -0.36
1.0 	 -0.43
1.1 	 -0.46
1.2 	 -0.46
1.3 	 -0.43
1.4 	 -0.36
1.5 	 -0.28
1.6 	 -0.17
1.7 	 -0.05
1.8 	 0.06
1.9 	 0.17
2.0 	 0.27
2.1 	 0.34
2.2 	 0.39
2.3 	 0.41
2.4 	 0.4
2.5 	 0.36
2.6 	 0.29
2.7 	 0.21
2.8 	 0.11
2.9 	 0.01
3.0 	 -0.09
3.1 	 -0.19
3.2 	 -0.26
3.3 	 -0.32
3.4 	 -0.35
3.5 	 -0.36
3.6 	 -0.34
3.7 	 -0.3
3.8 	 -0.23
3.9 	 -0.15
4.0 	 -0.07
4.1 	 0.03
4.2 	 0.11
4.3 	 0.19
4.4 	 0.25
4.5 	 0.3
4.6 	 0.32
4.7 	 0.31
4.8 	 0.29
4.9 	 0.24
5.0 	 0.18
5.1 	 0.11
5.2 	 0.03
5.3 	 -0.05
5.4 	 -0.13
5.5 	 -0.19
5.6 	 -0.24
5.7 	 -0.27
5.8 	 -0.28
5.9 	 -0.27
6.0 	 -0.24
6.1 	 -0.2
6.2 	 -0.14
6.3 	 -0.07
6.4 	 0.0
6.5 	 0.07
6.6 	 0.13
6.7 	 0.18
6.8 	 0.22
6.9 	 0.24
7.0 	 0.25
7.1 	 0.23
7.2 	 0.2
7.3 	 0.15
7.4 	 0.1
7.5 	 0.04
7.6 	 -0.02
7.7 	 -0.08
7.8 	 -0.13
7.9 	 -0.18
8.0 	 -0.2
8.1 	 -0.22
8.2 	 -0.21
8.3 	 -0.19
8.4 	 -0.16
8.5 	 -0.12
8.6 	 -0.07
8.7 	 -0.01
8.8 	 0.04
8.9 	 0.09
9.0 	 0.13
9.1 	 0.16
9.2 	 0.18
9.3 	 0.19
9.4 	 0.18
9.5 	 0.16
9.6 	 0.13
9.7 	 0.09
9.8 	 0.04
9.9 	 -0.0
10.0 	 -0.05
