omega = 2.56 	 gamma = 0.11 	 theta_0 = 0.87
time 	 angle
0.0 	 0.87
0.1 	 0.83
0.2 	 0.74
0.3 	 0.61
0.4 	 0.43
0.5 	 0.24
0.6 	 0.03
0.7 	 -0.18
0.8 	 -0.37
0.9 	 -0.53
1.0 	 -0.65
1.1 	 -0.73
1.2 	 -0.76
1.3 	 -0.74
1.4 	 -0.67
1.5 	 -0.56
1.6 	 -0.42
1.7 	 -0.25
1.8 	 -0.07
1.9 	 0.11
2.0 	 0.28
2.1 	 0.43
2.2 	 0.54
2.3 	 0.62
2.4 	 0.66
2.5 	 0.66
2.6 	 0.61
2.7 	 0.52
2.8 	 0.41
2.9 	 0.26
3.0 	 0.11
3.1 	 -0.05
3.2 	 -0.2
3.3 	 -0.34
3.4 	 -0.45
3.5 	 -0.53
3.6 	 -0.57
3.7 	 -0.58
3.8 	 -0.55
3.9 	 -0.48
4.0 	 -0.38
4.1 	 -0.27
4.2 	 -0.13
4.3 	 0.01
4.4 	 0.14
4.5 	 0.27
4.6 	 0.37
4.7 	 0.45
4.8 	 0.49
4.9 	 0.51
5.0 	 0.49
5.1 	 0.44
5.2 	 0.36
5.3 	 0.26
5.4 	 0.15
5.5 	 0.03
5.6 	 -0.09
5.7 	 -0.2
5.8 	 -0.3
5.9 	 -0.37
6.0 	 -0.42
6.1 	 -0.44
6.2 	 -0.43
6.3 	 -0.4
6.4 	 -0.34
6.5 	 -0.25
6.6 	 -0.16
6.7 	 -0.05
6.8 	 0.05
6.9 	 0.15
7.0 	 0.24
7.1 	 0.31
7.2 	 0.36
7.3 	 0.38
7.4 	 0.38
7.5 	 0.36
7.6 	 0.31
7.7 	 0.24
7.8 	 0.16
7.9 	 0.07
8.0 	 -0.02
8.1 	 -0.11
8.2 	 -0.19
8.3 	 -0.26
8.4 	 -0.31
8.5 	 -0.33
8.6 	 -0.34
8.7 	 -0.32
8.8 	 -0.28
8.9 	 -0.23
9.0 	 -0.16
9.1 	 -0.08
9.2 	 -0.0
9.3 	 0.08
9.4 	 0.15
9.5 	 0.21
9.6 	 0.26
9.7 	 0.29
9.8 	 0.3
9.9 	 0.29
10.0 	 0.26
