omega = 3.32 	 gamma = 0.14 	 theta_0 = 0.8
time 	 angle
0.0 	 0.8
0.1 	 0.75
0.2 	 0.61
0.3 	 0.42
0.4 	 0.18
0.5 	 -0.07
0.6 	 -0.3
0.7 	 -0.5
0.8 	 -0.63
0.9 	 -0.7
1.0 	 -0.68
1.1 	 -0.6
1.2 	 -0.45
1.3 	 -0.26
1.4 	 -0.04
1.5 	 0.17
1.6 	 0.36
1.7 	 0.51
1.8 	 0.59
1.9 	 0.61
2.0 	 0.57
2.1 	 0.46
2.2 	 0.31
2.3 	 0.13
2.4 	 -0.07
2.5 	 -0.24
2.6 	 -0.39
2.7 	 -0.49
2.8 	 -0.54
2.9 	 -0.52
3.0 	 -0.45
3.1 	 -0.34
3.2 	 -0.19
3.3 	 -0.02
3.4 	 0.14
3.5 	 0.29
3.6 	 0.39
3.7 	 0.46
3.8 	 0.47
3.9 	 0.43
4.0 	 0.35
4.1 	 0.23
4.2 	 0.09
4.3 	 -0.06
4.4 	 -0.2
4.5 	 -0.31
4.6 	 -0.38
4.7 	 -0.41
4.8 	 -0.4
4.9 	 -0.34
5.0 	 -0.25
5.1 	 -0.13
5.2 	 -0.01
5.3 	 0.12
5.4 	 0.23
5.5 	 0.31
5.6 	 0.35
5.7 	 0.36
5.8 	 0.33
5.9 	 0.26
6.0 	 0.17
6.1 	 0.06
6.2 	 -0.05
6.3 	 -0.16
6.4 	 -0.24
6.5 	 -0.3
6.6 	 -0.32
6.7 	 -0.3
6.8 	 -0.26
6.9 	 -0.19
7.0 	 -0.1
7.1 	 0.0
7.2 	 0.1
7.3 	 0.18
7.4 	 0.24
7.5 	 0.27
7.6 	 0.27
7.7 	 0.25
7.8 	 0.19
7.9 	 0.12
8.0 	 0.04
8.1 	 -0.05
8.2 	 -0.13
8.3 	 -0.19
8.4 	 -0.23
8.5 	 -0.24
8.6 	 -0.23
8.7 	 -0.19
8.8 	 -0.14
8.9 	 -0.07
9.0 	 0.01
9.1 	 0.08
9.2 	 0.14
9.3 	 0.19
9.4 	 0.21
9.5 	 0.21
9.6 	 0.19
9.7 	 0.15
9.8 	 0.09
9.9 	 0.02
10.0 	 -0.04
