omega = 2.58 	 gamma = 0.05 	 theta_0 = 0.94
time 	 angle
0.0 	 0.94
0.1 	 0.9
0.2 	 0.81
0.3 	 0.66
0.4 	 0.47
0.5 	 0.25
0.6 	 0.02
0.7 	 -0.21
0.8 	 -0.43
0.9 	 -0.61
1.0 	 -0.76
1.1 	 -0.85
1.2 	 -0.88
1.3 	 -0.86
1.4 	 -0.78
1.5 	 -0.65
1.6 	 -0.48
1.7 	 -0.28
1.8 	 -0.06
1.9 	 0.16
2.0 	 0.37
2.1 	 0.55
2.2 	 0.69
2.3 	 0.79
2.4 	 0.83
2.5 	 0.82
2.6 	 0.75
2.7 	 0.64
2.8 	 0.48
2.9 	 0.3
3.0 	 0.09
3.1 	 -0.12
3.2 	 -0.31
3.3 	 -0.49
3.4 	 -0.63
3.5 	 -0.73
3.6 	 -0.78
3.7 	 -0.78
3.8 	 -0.72
3.9 	 -0.62
4.0 	 -0.48
4.1 	 -0.31
4.2 	 -0.12
4.3 	 0.07
4.4 	 0.26
4.5 	 0.43
4.6 	 0.57
4.7 	 0.67
4.8 	 0.73
4.9 	 0.73
5.0 	 0.69
5.1 	 0.6
5.2 	 0.48
5.3 	 0.32
5.4 	 0.15
5.5 	 -0.04
5.6 	 -0.22
5.7 	 -0.38
5.8 	 -0.52
5.9 	 -0.62
6.0 	 -0.68
6.1 	 -0.69
6.2 	 -0.66
6.3 	 -0.59
6.4 	 -0.47
6.5 	 -0.33
6.6 	 -0.17
6.7 	 0.0
6.8 	 0.18
6.9 	 0.33
7.0 	 0.47
7.1 	 0.57
7.2 	 0.63
7.3 	 0.65
7.4 	 0.63
7.5 	 0.57
7.6 	 0.47
7.7 	 0.34
7.8 	 0.19
7.9 	 0.02
8.0 	 -0.14
8.1 	 -0.29
8.2 	 -0.42
8.3 	 -0.52
8.4 	 -0.59
8.5 	 -0.61
8.6 	 -0.6
8.7 	 -0.55
8.8 	 -0.46
8.9 	 -0.34
9.0 	 -0.2
9.1 	 -0.05
9.2 	 0.1
9.3 	 0.25
9.4 	 0.37
9.5 	 0.47
9.6 	 0.54
9.7 	 0.58
9.8 	 0.57
9.9 	 0.53
10.0 	 0.45
